image_id,image_path,expected_class,model,predicted_class,confidence,top1_top2_margin,full_class_correct,quality_grade,manual_review_required,recommended_action,reason_codes,warnings
hea-tom,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/hea-tom.jpg,Tomato__Healthy,ResNet50 fine-tuned,Tomato__Healthy,0.8993701338768005,0.7991061508655548,True,A,True,normal_sale,HEALTHY_PREDICTION|MEDIUM_CONFIDENCE|classified_as_healthy|all_grade_a_thresholds_met|image_quality_warning|manual_review_recommended,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
hea-tom,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/hea-tom.jpg,Tomato__Healthy,MobileNetV2 fine-tuned,Tomato__Healthy,0.998577117919922,0.9980819666525348,True,A,True,normal_sale,HEALTHY_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|classified_as_healthy|all_grade_a_thresholds_met|image_quality_warning|manual_review_recommended,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
mid-car,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/mid-car.jpg,Carrot__Healthy,EfficientNetB0 final,Carrot__Healthy,0.9406444430351256,0.8812894523143768,True,C,False,manual_review_or_discard,HEALTHY_PREDICTION|HIGH_CONFIDENCE|classified_as_healthy|one_or_more_grade_c_thresholds_triggered,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
mid-car,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/mid-car.jpg,Carrot__Healthy,ResNet50 fine-tuned,Carrot__Healthy,0.9301260709762572,0.8602521270513535,True,C,False,manual_review_or_discard,HEALTHY_PREDICTION|HIGH_CONFIDENCE|classified_as_healthy|one_or_more_grade_c_thresholds_triggered,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
mid-car,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/mid-car.jpg,Carrot__Healthy,MobileNetV2 fine-tuned,Carrot__Healthy,0.9997640252113342,0.999643818657205,True,C,False,manual_review_or_discard,HEALTHY_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|classified_as_healthy|one_or_more_grade_c_thresholds_triggered,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
mid_banana,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/mid_banana.jpg,Banana__Healthy,EfficientNetB0 final,Banana__Rotten,0.5600322484970093,0.1200783252716064,False,Review,True,manual_review_required,ROTTEN_PREDICTION|LOW_CONFIDENCE|MANUAL_REVIEW_REQUIRED|AMBIGUOUS_PREDICTION|classified_as_rotten|low_model_confidence|manual_review_required|low_top1_top2_margin|opposite_condition_conflict,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
mid_banana,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/mid_banana.jpg,Banana__Healthy,ResNet50 fine-tuned,Banana__Rotten,0.9639101028442384,0.9278276227414608,False,C,True,manual_review_before_listing,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction|image_quality_warning|manual_review_required,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
mid_banana,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/mid_banana.jpg,Banana__Healthy,MobileNetV2 fine-tuned,Banana__Healthy,0.9825351238250732,0.9650869145989418,True,A,True,normal_sale,HEALTHY_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|classified_as_healthy|all_grade_a_thresholds_met|image_quality_warning|manual_review_recommended,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-ban1,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-ban1.jpg,Banana__Rotten,EfficientNetB0 final,Banana__Rotten,0.9995916485786438,0.9992121190298348,True,C,False,manual_review_or_discard,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-ban1,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-ban1.jpg,Banana__Rotten,ResNet50 fine-tuned,Banana__Rotten,0.99894779920578,0.998190880229231,True,C,False,manual_review_or_discard,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-ban1,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-ban1.jpg,Banana__Rotten,MobileNetV2 fine-tuned,Banana__Rotten,0.90489262342453,0.8178023099899292,True,C,False,manual_review_or_discard,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-ban5,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-ban5.jpg,Banana__Rotten,EfficientNetB0 final,Banana__Rotten,0.9998718500137328,0.999744897475466,True,C,True,manual_review_before_listing,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction|image_quality_warning|manual_review_required,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-ban5,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-ban5.jpg,Banana__Rotten,ResNet50 fine-tuned,Banana__Rotten,0.9999992847442628,0.9999987371650718,True,C,True,manual_review_before_listing,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction|image_quality_warning|manual_review_required,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-ban5,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-ban5.jpg,Banana__Rotten,MobileNetV2 fine-tuned,Banana__Rotten,0.9995532631874084,0.9991073885466903,True,C,True,manual_review_before_listing,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction|image_quality_warning|manual_review_required,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-pot,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-pot.jpg,Potato__Rotten,EfficientNetB0 final,Potato__Rotten,0.9767345190048218,0.9566242769360542,True,C,True,manual_review_before_listing,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction|image_quality_warning|manual_review_required,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-pot,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-pot.jpg,Potato__Rotten,ResNet50 fine-tuned,Potato__Rotten,0.998399555683136,0.997540938842576,True,C,True,manual_review_before_listing,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction|image_quality_warning|manual_review_required,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-pot,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-pot.jpg,Potato__Rotten,MobileNetV2 fine-tuned,Potato__Rotten,0.9999047517776488,0.9998352022812468,True,C,True,manual_review_before_listing,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction|image_quality_warning|manual_review_required,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-tom,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-tom.jpg,Tomato__Rotten,EfficientNetB0 final,Tomato__Rotten,0.8638157248497009,0.7319899648427963,True,C,True,manual_review_before_listing,ROTTEN_PREDICTION|MEDIUM_CONFIDENCE|classified_as_rotten|high_confidence_rotten_prediction|image_quality_warning|manual_review_required,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-tom,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-tom.jpg,Tomato__Rotten,ResNet50 fine-tuned,Tomato__Rotten,0.998885691165924,0.9983014759491198,True,C,True,manual_review_before_listing,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction|image_quality_warning|manual_review_required,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
rot-tom,/mnt/d/UWE/3rd Year/2nd semester/advanced_ai/ai_system/data/raw/custom_test_images/rot-tom.jpg,Tomato__Rotten,MobileNetV2 fine-tuned,Tomato__Rotten,0.9992135763168336,0.9988262396655044,True,C,True,manual_review_before_listing,ROTTEN_PREDICTION|HIGH_CONFIDENCE|HIGH_CONFIDENCE_PREDICTION|HIGH_CONFIDENCE_REJECTION|classified_as_rotten|high_confidence_rotten_prediction|image_quality_warning|manual_review_required,size_proxy_is_relative_to_image_area_not_physical_size|colour_score_is_lighting_sensitive_proxy|quality_grade_is_rule_based_not_supervised_model_output
